2026-04-03 21:01:11,154 | apscheduler.scheduler | INFO | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-03 21:17:54,356 | apscheduler.scheduler | INFO | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-03 21:17:54,360 | apscheduler.scheduler | INFO | Added job "Auto-Trigger Claims on Disruption" to job store "default"
2026-04-03 21:17:54,360 | apscheduler.scheduler | INFO | Added job "Weekly Reset — Hourly Limits" to job store "default"
2026-04-03 21:17:54,360 | apscheduler.scheduler | INFO | Added job "Check Plan Expiry & Send Notifications" to job store "default"
2026-04-03 21:17:54,360 | apscheduler.scheduler | INFO | Added job "Clean Up Old Disruption Events" to job store "default"
2026-04-03 21:17:54,360 | apscheduler.scheduler | INFO | Scheduler started
2026-04-03 21:17:54,361 | app.background_jobs | INFO | ✅ Background Scheduler Started — 4 jobs registered
2026-04-03 21:17:54,361 | gigsecure.app.main | INFO | ✅ Startup complete — Background jobs active
2026-04-03 21:18:09,359 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:18:24 IST)" (scheduled at 2026-04-03 21:18:09.351320+05:30)
2026-04-03 21:18:09,360 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:18:24 IST)" executed successfully
2026-04-03 21:18:09,910 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:10,389 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:11,215 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:11,774 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:12,374 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:24,360 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:18:39 IST)" (scheduled at 2026-04-03 21:18:24.351320+05:30)
2026-04-03 21:18:24,361 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:18:39 IST)" executed successfully
2026-04-03 21:18:27,935 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:28,477 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:28,969 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:29,416 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:29,935 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:39,356 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:18:54 IST)" (scheduled at 2026-04-03 21:18:39.351320+05:30)
2026-04-03 21:18:39,357 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:18:54 IST)" executed successfully
2026-04-03 21:18:45,405 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:45,965 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:46,436 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:46,904 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:47,363 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:18:54,358 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:09 IST)" (scheduled at 2026-04-03 21:18:54.351320+05:30)
2026-04-03 21:18:54,359 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:09 IST)" executed successfully
2026-04-03 21:19:02,836 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:03,344 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:03,835 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:04,342 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:04,834 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:09,354 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:24 IST)" (scheduled at 2026-04-03 21:19:09.351320+05:30)
2026-04-03 21:19:09,355 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:24 IST)" executed successfully
2026-04-03 21:19:20,346 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:20,826 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:21,361 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:21,887 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:22,381 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:24,362 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:39 IST)" (scheduled at 2026-04-03 21:19:24.351320+05:30)
2026-04-03 21:19:24,363 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:39 IST)" executed successfully
2026-04-03 21:19:37,826 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:38,286 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:38,857 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:39,337 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:39,364 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:54 IST)" (scheduled at 2026-04-03 21:19:39.351320+05:30)
2026-04-03 21:19:39,364 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:19:54 IST)" executed successfully
2026-04-03 21:19:39,825 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:54,353 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:09 IST)" (scheduled at 2026-04-03 21:19:54.351320+05:30)
2026-04-03 21:19:54,354 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:09 IST)" executed successfully
2026-04-03 21:19:55,277 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:55,765 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:56,316 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:56,796 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:19:57,325 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:09,355 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:24 IST)" (scheduled at 2026-04-03 21:20:09.351320+05:30)
2026-04-03 21:20:09,356 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:24 IST)" executed successfully
2026-04-03 21:20:12,842 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:13,328 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:13,791 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:14,335 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:14,941 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:19,786 | app.routes_auth | INFO | ✅ Worker registered: WKR-DF27 | Dev
2026-04-03 21:20:22,165 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:24,353 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:39 IST)" (scheduled at 2026-04-03 21:20:24.351320+05:30)
2026-04-03 21:20:24,353 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:39 IST)" executed successfully
2026-04-03 21:20:30,506 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:30,987 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:31,421 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:31,990 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:32,471 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:32,929 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:39,356 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:54 IST)" (scheduled at 2026-04-03 21:20:39.351320+05:30)
2026-04-03 21:20:39,356 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:20:54 IST)" executed successfully
2026-04-03 21:20:48,446 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:48,915 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:49,398 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:49,864 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:50,326 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:50,857 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:20:54,362 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:09 IST)" (scheduled at 2026-04-03 21:20:54.351320+05:30)
2026-04-03 21:20:54,362 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:09 IST)" executed successfully
2026-04-03 21:20:55,792 | app.routes_auth | INFO | ✅ Admin logged in: ADM-001 | Karthik Sundaram
2026-04-03 21:21:06,383 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:06,869 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:07,505 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:08,101 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:08,636 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:09,133 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:09,355 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:24 IST)" (scheduled at 2026-04-03 21:21:09.351320+05:30)
2026-04-03 21:21:09,355 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:24 IST)" executed successfully
2026-04-03 21:21:24,360 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:39 IST)" (scheduled at 2026-04-03 21:21:24.351320+05:30)
2026-04-03 21:21:24,360 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:39 IST)" executed successfully
2026-04-03 21:21:24,649 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:25,181 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:25,666 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:26,188 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:26,669 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:27,146 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:39,365 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:54 IST)" (scheduled at 2026-04-03 21:21:39.351320+05:30)
2026-04-03 21:21:39,365 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:21:54 IST)" executed successfully
2026-04-03 21:21:42,615 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:43,081 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:43,564 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:44,022 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:44,418 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:44,867 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:21:54,357 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:22:09 IST)" (scheduled at 2026-04-03 21:21:54.351320+05:30)
2026-04-03 21:21:54,357 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:22:09 IST)" executed successfully
2026-04-03 21:22:00,362 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:00,824 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:01,308 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:01,760 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:02,228 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:02,722 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:09,367 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:22:24 IST)" (scheduled at 2026-04-03 21:22:09.351320+05:30)
2026-04-03 21:22:09,367 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:22:24 IST)" executed successfully
2026-04-03 21:22:18,225 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:18,758 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:19,481 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:20,116 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:20,653 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:21,161 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:22:24,353 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:22:39 IST)" (scheduled at 2026-04-03 21:22:24.351320+05:30)
2026-04-03 21:22:24,353 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:22:39 IST)" executed successfully
